Date,Open,High,Low,Close,Adj Close,Volume,QCOM,Xintec,GUC,AAPL,MTK,TSMC,GOOG,AVGO,MSFT,VIX,TWindex,NASDQ,CSCO,INTC,UMC,FOXCONN,DELTA,TWD,USD,KRW,JPY,CHT,SAMSUNG,dealer_buy,dealer_sell,dealer_dif,investment_buy,investment_sell,investment_dif,foreign_buy,foreign_sell,foreign_dif,pct_change,log_change,7ma,14ma,21ma,7macd,14macd,7atr,14atr,21atr,7upper,7lower,14upper,14lower,21upper,21lower,7rsv,14rsv,21rsv
2010-03-08,53.299999,53.650002,53.25,53.650002,53.650002,16956.0,38.790001,28.429148,144.0,7.824286,517.647034,61.200001,14.009489,19.309999,28.629999,17.790001,7762.27002,2332.209961,26.129999,20.77,16.200001,89.128502,95.515366,31.860001,1.334167,1131.300049,90.286003,75.875,15720.0,3468835440.0,1988062453.0,1480772987.0,2793812400.0,2194436811.0,599375589.0,26213654567.0,11460036328.0,14753618239.0,0.013220037521812328,0.013133415422208028,52.727892056580515,52.63486155818751,52.820510742185185,0.0930304983930057,-0.09261868560466979,0.6928575714285715,0.6500002142857143,0.7476193333333334,53.950008189771836,50.99285152451388,53.753332430019576,50.532381855694716,53.975564500070185,50.73872121421552,100.0,100.0,87.87887511481067
2010-03-09,53.700001,53.799999,53.549999,53.799999,53.799999,7760.0,38.68,28.429148,141.0,7.965,521.568604,61.299999,13.952453,19.35,28.799999,17.92,7770.589844,2340.679932,26.129999,20.940001,16.35,89.452606,95.415665,31.780001,1.334167,1132.0,89.988998,75.625,15720.0,2126283016.0,1580832636.0,545450380.0,2964421550.0,2481081111.0,483340439.0,20155559320.0,10655578412.0,9499980908.0,0.0027958433254112285,0.002791942225013333,52.995922386395165,52.79080096014419,52.91177321071288,0.20512142625097596,0.08414917568228475,0.5928574285714286,0.6107145714285716,0.730952761904762,54.35110480184666,51.20603976958192,53.984660393633504,50.736768034937924,54.12307906020034,50.67692065408538,100.0,100.0,92.42424012855761
2010-03-10,53.849998,53.950001,53.450001,53.799999,53.799999,6829.0,38.880001,28.429148,142.0,8.03,527.450989,61.400002,14.357435,19.74,28.969999,18.57,7779.080078,2358.949951,25.870001,21.190001,16.6,89.452606,95.216255,31.799999,1.3775,1129.699951,90.470001,75.75,15680.0,1918077660.0,2147620726.0,-229543066.0,2368380100.0,2361902001.0,6478099.0,18112245790.0,11854296210.0,6257949580.0,0.0,0.0,53.196943561382945,52.925801679726106,52.99434543714946,0.2711418816568383,0.20259812423348222,0.5857147142857144,0.6107145714285716,0.7023811904761905,54.39614737664129,51.80385433764443,54.1145097576477,51.028347385209436,54.06616147879634,50.71002871167985,100.0,100.0,100.0
2010-03-11,54.0,54.0,53.5,53.650002,53.650002,6651.0,39.099998,28.429148,144.0,8.053571,535.294128,61.400002,14.474247,19.860001,29.18,18.059999,7749.660156,2368.459961,25.969999,21.25,16.700001,89.128502,94.518333,31.73,1.3675,1131.400024,90.648003,76.0,15560.0,2082776886.0,2068552806.0,14224080.0,2224351560.0,2747345896.0,-522994336.0,19331563218.0,14553345382.0,4778217836.0,-0.0027880483789599893,-0.002791942225013333,53.31020902533505,53.022635857432405,53.05517236708741,0.287573167902643,0.25503665824764,0.5785720000000002,0.5821430000000001,0.676190761904762,54.52793616697896,51.95777983302105,54.24494444669128,51.1979131247373,54.16704048849239,50.67105465436474,90.62517578146978,93.33346666666671,95.08206396133248
2010-03-12,53.700001,53.700001,53.400002,53.599998,53.599998,12600.0,38.950001,28.429148,142.0,8.092857,527.450989,60.799999,14.434396,19.65,29.27,17.58,7748.330078,2367.659912,25.879999,21.27,16.75,89.128502,96.7118,31.700001,1.361667,1126.800049,90.540001,76.5,15560.0,2082122240.0,1583527559.0,498594681.0,1957003940.0,2748747987.0,-791744047.0,19375067817.0,16839578091.0,2535489726.0,-0.0009320409717785522,-0.0009324755920419037,53.382656678825285,53.099806816197145,53.10562321626778,0.28284986262814016,0.2770334625575046,0.5357150000000003,0.5642858571428572,0.6309526190476191,54.56860871651615,52.18853471205527,54.37464042998042,51.28250285573387,54.298447431800305,50.65393304439018,87.49992187490233,91.11106666666664,93.44258801396327
2010-03-15,53.5,53.549999,52.700001,52.849998,52.849998,10325.0,38.869999,28.429148,140.5,7.994286,519.607849,59.799999,14.026924,19.42,29.290001,18.0,7634.919922,2362.209961,26.08,21.17,16.299999,86.859779,95.216255,31.790001,1.342083,1131.900024,90.32,76.0,15360.0,1850891961.0,3197094977.0,-1346203016.0,1548638700.0,2375784434.0,-827145734.0,12264155802.0,14224720842.0,-1960565040.0,-0.013992537835542457,-0.014091356290028667,53.24949144414923,53.066427998128376,53.08199228089006,0.1830634460208529,0.16749916325916558,0.5,0.585714,0.6071428571428571,54.269044358353305,52.67381249878955,54.3868899704086,51.30596760101997,54.32952813848398,50.71809043294458,0.0,57.777733333333316,68.85241601718558
2010-03-16,52.799999,53.099998,52.75,53.099998,53.099998,13191.0,39.009998,28.429148,141.0,8.016071,521.568604,59.700001,14.077235,19.5,29.370001,17.690001,7695.629883,2378.01001,26.15,22.01,16.5,88.804405,95.814468,31.780001,1.416667,1132.199951,90.290001,76.0,15300.0,2229057325.0,1933122375.0,295934950.0,1951825550.0,2061266854.0,-109441304.0,12326062869.0,12357415674.0,-31352805.0,0.004730369147790696,0.004719216109815072,53.21211796419076,53.07091226224432,53.08365424537294,0.1412057019464399,0.12846371881781948,0.4499995714285713,0.5714282142857142,0.5880951428571428,54.230938138746055,52.75477500411111,54.42117665645377,51.34310948640338,54.361360301846254,50.71959141243946,26.315761772882336,68.88884444444443,77.04914001611147
2010-03-17,53.450001,54.150002,53.400002,54.150002,54.150002,14721.0,38.900002,28.429148,143.5,8.004286,536.274536,60.5,14.086201,19.889999,29.629999,16.91,7847.839844,2389.090088,26.26,22.24,16.799999,90.424919,97.708824,31.690001,1.460833,1129.5,90.403,76.625,15960.0,6255961760.0,1870779550.0,4385182210.0,2844025450.0,2981639303.0,-137613853.0,36731397246.0,16707498170.0,20023899076.0,0.019774087373788624,0.019581119798331326,53.44658953270356,53.21502105650584,53.18194340009201,0.23156847619772236,0.2646461326115528,0.4999992857142855,0.5964284285714285,0.5999999047619047,54.45444533176619,52.6741249539481,54.64909421213016,51.38662078786985,54.56841847375863,50.6649144786223,100.0,100.0,100.0
2010-03-18,54.25,54.549999,54.049999,54.400002,54.400002,8570.0,40.43,28.429148,145.0,8.023214,530.392151,60.400002,14.107123,19.98,29.610001,16.620001,7886.339844,2391.280029,26.34,22.200001,16.75,90.424919,98.406746,31.799999,1.442083,1129.800049,90.480003,76.5,15940.0,5210194820.0,2682856895.0,2527337925.0,2674426940.0,2882130884.0,-207703944.0,31015805371.0,18648321445.0,12367483926.0,0.004616805000302678,0.004606180245161795,53.68494307614621,53.37323751757522,53.29407450039199,0.311705558570992,0.39086857575421874,0.5357135714285712,0.5642854999999999,0.585714238095238,54.739345318119575,52.56065439616613,54.79757856244216,51.63099358041497,54.693532358203605,50.88741983227258,100.0,100.0,100.0
2010-03-19,54.450001,54.450001,54.0,54.25,54.25,5388.0,40.049999,28.429148,144.0,7.9375,528.431396,60.0,13.947721,20.110001,29.59,16.969999,7897.910156,2374.409912,26.15,21.99,16.950001,90.424919,100.201401,31.68,1.4,1133.199951,90.519997,76.875,16080.0,3021141050.0,2538228333.0,482912717.0,2293139070.0,2559412033.0,-266272963.0,20598848873.0,18400804234.0,2198044639.0,-0.0027573896045077467,-0.0027611982060333773,53.826207496741894,53.490279589423444,53.381973433496604,0.33592790731844957,0.4442340632452897,0.528570857142857,0.5571427857142857,0.5833333333333334,54.894280637607125,52.534290790964306,54.757845248923836,52.056441322504746,54.736891734216606,51.16787017054529,90.32247658715717,93.1817303719407,94.73677747005878
2010-03-22,54.0,54.0,53.25,53.700001,53.700001,7349.0,40.279999,28.429148,143.0,8.026786,519.607849,59.0,13.885454,19.940001,29.6,16.870001,7835.97998,2395.399902,26.280001,22.24,16.75,88.804405,99.702888,31.780001,1.449167,1134.400024,90.339996,76.0,16020.0,3106014084.0,2904160820.0,201853264.0,2506948590.0,2950054074.0,-443105484.0,10516125515.0,18424743116.0,-7908617601.0,-0.010138230414746537,-0.01018997228377616,53.7946558407904,53.51827154689803,53.41118613886518,0.2763842938923702,0.3834697019252147,0.5642851428571427,0.5714285714285714,0.576190380952381,54.9002121399069,52.54264471723596,54.76673104915935,52.19755537941208,54.7455922570355,51.363931742964496,54.83876170642142,68.18178719009673,75.43858725762745
2010-03-23,53.700001,53.799999,53.25,53.349998,53.349998,8057.0,40.52,28.429148,143.5,8.155714,508.823517,59.599998,13.673747,20.219999,29.879999,16.35,7811.870117,2415.23999,26.639999,22.67,16.549999,89.452606,102.195457,31.77,1.512083,1140.199951,90.365997,76.125,16180.0,3156692146.0,3494584699.0,-337892553.0,3668903470.0,3918115883.0,-249212413.0,15485367490.0,18174368073.0,-2689000583.0,-0.006517746619781273,-0.006539079877315945,53.683491296652946,53.49581483919043,53.40557096431899,0.1876764574625156,0.27792033233395586,0.5999994285714284,0.5678572142857143,0.576190380952381,54.89638426033255,52.475044025381735,54.72868190540765,52.335603951735216,54.75109490215673,51.4774767168909,32.257981269725725,52.27256714883306,63.15779316723523
2010-03-24,53.5,53.75,53.450001,53.5,53.5,19132.0,40.189999,28.429148,144.0,8.191786,509.803925,60.599998,13.88122,19.620001,29.65,17.549999,7822.709961,2398.76001,26.450001,22.43,16.75,88.480301,100.699913,31.799999,1.454583,1138.699951,92.014,76.125,16380.0,3331295373.0,3070714751.0,260580622.0,2388404900.0,2747384851.0,-358979951.0,25061572166.0,18794672587.0,6266899579.0,0.0028116589620115944,0.002807713642484,53.63761844651092,53.49637329674049,53.4142291775415,0.1412451497704339,0.22338926896942013,0.5214281428571427,0.5107140714285714,0.5642853809523809,54.76996586135925,52.78717728149789,54.546330125422486,52.703669874577514,54.784498688795175,51.52978740644294,30.769289940646356,41.93550468256857,68.42101569717644
2010-03-25,53.349998,53.700001,52.900002,53.5,53.5,14528.0,42.189999,28.429148,144.5,8.094643,524.509827,61.5,14.019452,19.65,30.01,18.4,7838.100098,2397.409912,26.43,22.35,16.700001,88.480301,99.702888,31.790001,1.445,1144.800049,92.513,76.25,16380.0,4817816170.0,2879786990.0,1938029180.0,2602441800.0,2479493259.0,122948541.0,21369375959.0,23885498867.0,-2516122908.0,0.0,0.0,53.60321382027013,53.49685718466773,53.422087380038576,0.1063566356023955,0.18112644023155156,0.585714,0.5178567857142856,0.5761901428571428,54.67974339243138,52.99168603614005,54.50500954077972,52.82356174493456,54.813071927027714,51.586928644400864,14.285850339617797,41.93550468256857,68.42101569717644
2010-03-26,53.25,54.150002,52.900002,54.0,54.0,11506.0,41.830002,28.429148,146.5,8.246429,549.019592,62.0,14.014719,19.91,29.66,17.77,7876.859863,2395.129883,26.469999,22.24,17.0,87.183884,99.702888,31.83,1.434167,1135.800049,92.507004,76.375,16400.0,4000335879.0,2460954487.0,1539381392.0,2541622400.0,2863195132.0,-321572732.0,29229664830.0,21336435949.0,7893228881.0,0.009345794392523364,0.009302392662313697,53.70241039680226,53.563982265940524,53.474997383987,0.13842813086173322,0.22741301281525494,0.6571425714285714,0.5785709285714284,0.6166664761904761,54.62815537985924,53.000416334426475,54.54878524589645,52.82978575410355,54.870889367153154,51.69577787094208,61.90471655346074,74.1934859522943,85.96485687909801
2010-03-29,54.150002,54.549999,54.150002,54.5,54.5,16231.0,41.759998,28.429148,146.0,8.299643,547.058838,62.200001,14.008742,20.219999,29.59,17.59,7947.450195,2404.360107,26.51,22.33,16.75,89.128502,100.699913,31.780001,1.448333,1133.400024,92.489998,76.625,16360.0,4375002053.0,2796905445.0,1578096608.0,2643862610.0,2087012190.0,556850420.0,24246317882.0,12096027813.0,12150290069.0,0.009259259259259259,0.009216655104923976,53.90180784524112,53.688848105755866,53.56877965719587,0.2129597394852567,0.3330281880452546,0.6428564285714283,0.5892849999999997,0.5904758095238094,54.692395099322304,52.96474747210626,54.70179907811743,52.77677206473972,54.90413272292406,51.933962896123575,100.0,100.0,100.0
2010-03-30,54.5,54.549999,54.349998,54.450001,54.450001,7586.0,42.130001,28.429148,144.0,8.423214,539.215698,62.200001,14.114844,20.379999,29.77,17.129999,7962.220215,2410.689941,26.65,22.34,16.799999,89.776711,101.198425,31.719999,1.45875,1130.099976,92.82,77.625,16280.0,2777796250.0,3060178700.0,-282382450.0,2817299910.0,2709020018.0,108279892.0,20722083020.0,15110171513.0,5611911507.0,-0.0009174128440366914,-0.0009178339247561951,54.03885615848821,53.790379889985715,53.64935952500769,0.24847626850249327,0.389496633480519,0.6071421428571426,0.5678564999999998,0.573809238095238,54.795988161102244,52.918297553183464,54.820814631228586,52.75061394019998,54.83748921214922,52.276797073565064,95.65226843083754,96.96976124877426,97.82612948962152
2010-03-31,54.349998,54.450001,54.200001,54.25,54.25,10898.0,41.959999,28.429148,144.0,8.392857,540.196106,61.5,14.125056,20.559999,29.290001,17.59,7920.060059,2397.959961,26.030001,22.290001,16.85,89.128502,100.201401,31.74,1.445833,1131.599976,93.519997,77.625,16360.0,2608430780.0,2728850076.0,-120419296.0,2865193149.0,1994566317.0,870626832.0,21988697025.0,19388658543.0,2600038482.0,-0.003673112880199953,-0.0036798753238733717,54.0916421259601,53.85168597956002,53.70425355831471,0.23995614640008256,0.3873885676453881,0.5357135714285712,0.549999357142857,0.5595235714285713,54.90475999660742,52.966668289106856,54.88884492860558,52.768297642823,54.87685042357735,52.389816624041686,78.26090737233503,84.8485032139355,89.13043005670872
2010-04-01,54.25,54.900002,54.25,54.75,54.75,12506.0,42.27,28.429148,154.0,8.4275,554.901978,62.099998,14.166899,20.5,29.16,17.469999,8013.089844,2402.580078,25.83,22.389999,16.9,90.749023,99.702888,31.75,1.4475,1124.199951,93.849998,77.375,16900.0,4685987430.0,2773243073.0,1912744357.0,2902281620.0,2933292467.0,-31010847.0,36000416850.0,20774323817.0,15226093033.0,0.009216589861751152,0.00917437627604123,54.256231611059555,53.971500830887024,53.7997807592066,0.28473078017253073,0.4564508518529564,0.5499997142857141,0.5749995714285713,0.5619047142857143,55.11842227160679,53.153006585536076,55.06841840058518,52.75301017084339,54.98246712304701,52.48419973409586,100.0,100.0,100.0
2010-04-06,54.900002,55.549999,54.900002,55.299999,55.299999,15824.0,42.43,28.429148,159.0,8.555,558.823547,63.400002,14.152453,20.68,29.32,16.23,8089.649902,2436.810059,26.219999,22.4,17.049999,93.017746,99.403778,31.719999,1.492917,1121.5,93.793999,77.125,17380.0,4474946818.0,3437375723.0,1037571095.0,2652930710.0,2940011704.0,-287080994.0,30146236675.0,11525413580.0,18620823095.0,0.010045643835616432,0.009995521748495939,54.51717347802052,54.14868473529549,53.9367630349964,0.3684887427250274,0.5804104430241139,0.5999994285714284,0.5607137857142855,0.5404758571428571,55.52926703286046,53.25644725285383,55.29238157730977,52.879047136975956,55.10139403481534,52.66051072708942,100.0,100.0,100.0
2010-04-07,55.349998,55.5,55.299999,55.400002,55.400002,6572.0,42.77,28.429148,156.5,8.592857,555.882324,63.5,14.03589,20.48,29.35,16.620001,8121.779785,2431.159912,26.34,22.450001,17.200001,93.665955,99.403778,31.52,1.500833,1121.300049,93.308998,77.25,17180.0,3272236762.0,3070478150.0,201758612.0,3107250860.0,4008940913.0,-901690053.0,28904229250.0,17512738996.0,11391490254.0,0.0018083725462635352,0.0018067394092140532,54.73788062102863,54.315568516949824,54.070315492150556,0.4223121040788058,0.6675651288780742,0.5142854285714284,0.5499997142857141,0.5166663333333332,55.7094566946508,53.61911530534921,55.50391798417805,52.996082730107666,55.30928954601327,52.68594864446292,100.0,100.0,100.0
2010-04-08,55.400002,55.5,54.849998,55.049999,55.049999,8999.0,42.400002,28.429148,153.5,8.569643,539.215698,62.299999,14.134271,20.1,29.92,16.48,8057.600098,2436.810059,26.280001,22.309999,17.049999,92.369545,99.403778,31.52,1.470833,1122.099976,93.419998,77.0,17260.0,4564456890.0,4790831835.0,-226374945.0,3060637010.0,4267854197.0,-1207217187.0,25743920436.0,22194369903.0,3549550533.0,-0.006317743454233106,-0.006337784850935613,54.81591021908945,54.41351368009532,54.159700550387186,0.4023965389941324,0.6562096687022674,0.42857142857142855,0.5428569999999999,0.5285710952380951,55.704443745762674,53.92412796852305,55.636538829565836,52.99203288471989,55.442380662424156,52.68619057567108,69.56500945215741,82.92671624055365,86.27441368719418
2010-04-09,55.0,55.200001,54.799999,55.200001,55.200001,6165.0,42.169998,28.429148,154.5,8.635357,546.07843,62.700001,14.10264,20.01,30.34,16.139999,8092.029785,2454.050049,26.6,22.549999,16.950001,93.665955,101.198425,31.5,1.497917,1113.699951,93.160004,77.125,17120.0,2529718674.0,2861425894.0,-331707220.0,2282456720.0,3950881864.0,-1668425144.0,21482660905.0,16945346786.0,4537314119.0,0.0027248320204329274,0.0027211263956070653,54.91193291737941,54.51839823718524,54.25458494452967,0.3935346801941719,0.6573479728497418,0.42857214285714307,0.5357142857142857,0.5357140476190475,55.79692294742414,54.031649052575865,55.776209149744616,52.96664813596966,55.588511858463946,52.67339290344081,82.60863894149747,90.24387269488253,92.15683583241437
2010-04-12,55.450001,55.549999,55.200001,55.450001,55.450001,8762.0,42.23,28.429148,154.0,8.653214,539.215698,63.099998,14.264782,20.02,30.32,15.58,8117.75,2457.870117,26.530001,22.540001,16.950001,93.665955,102.195457,31.48,1.520417,1113.0,93.182999,76.875,16600.0,2910129688.0,2892278665.0,17851023.0,2709081300.0,2966351946.0,-257270646.0,20731649385.0,17225500006.0,3506149379.0,0.00452898542519954,0.004518760431649227,55.04644994125202,54.64263203988478,54.36358457160507,0.4038179013672405,0.6828653696469544,0.4500002857142858,0.5285712142857142,0.5285710952380951,55.91237988535605,54.20190640035825,55.97212388190288,52.94216211809711,55.76664394509519,52.6524038644286,100.0,100.0,100.0
2010-04-13,55.200001,55.200001,54.599998,54.799999,54.799999,11529.0,42.299999,28.429148,150.0,8.658214,533.333313,62.900002,14.614471,20.15,30.450001,16.200001,8029.72998,2465.98999,26.440001,22.77,16.6,91.397232,103.19249,31.5,1.547917,1120.5,93.18,77.125,16560.0,2752129067.0,4097412379.0,-1345283312.0,2591295540.0,3783692853.0,-1192397313.0,21062973072.0,19671671180.0,1391301892.0,-0.011722308174530072,-0.01179155612484628,54.984837204833745,54.66361724391307,54.403366589806346,0.32121996092067207,0.5814706150273992,0.5000007142857145,0.5178571428571429,0.5333331428571428,55.694626322136706,54.576802535006145,55.994602266562424,53.076826304866145,55.81964635244478,52.70892498088857,7.142704081851263,69.04756802728376,74.99995192313239
2010-04-14,55.0,55.200001,54.799999,55.200001,55.200001,8271.0,42.599998,28.429148,153.5,8.774643,540.196106,63.799999,14.670013,21.549999,30.82,15.59,8097.129883,2504.860107,26.879999,23.52,16.65,92.045441,103.19249,31.370001,1.6675,1111.800049,93.318001,77.125,16900.0,3020823570.0,2651138925.0,369684645.0,2214447360.0,3914729913.0,-1700282553.0,21080525513.0,14980787898.0,6099737615.0,0.0072993067025421045,0.007272795693197054,55.03862815434902,54.73514377064431,54.47596704295747,0.3034843837047134,0.5626611113915487,0.4642864285714288,0.5071430714285715,0.5380951904761905,55.64347309586227,54.75652747556631,55.99311954973853,53.342595164547184,55.91579302695855,52.76515954447001,61.53857988129271,87.17949375410578,90.38462647927714
